n,x,y,z,steps,solved,run_id
32809,,,,5000000,False,05b0f630f0dc
32833,,,,5000000,False,05b0f630f0dc
33001,,,,5000000,False,05b0f630f0dc
33049,,,,5000000,False,05b0f630f0dc
33073,,,,5000000,False,05b0f630f0dc
33193,,,,5000000,False,05b0f630f0dc
33241,,,,5000000,False,05b0f630f0dc
33313,,,,5000000,False,05b0f630f0dc
33361,,,,5000000,False,05b0f630f0dc
33409,,,,5000000,False,05b0f630f0dc
33433,,,,5000000,False,05b0f630f0dc
33601,,,,5000000,False,05b0f630f0dc
33673,,,,5000000,False,05b0f630f0dc
33721,,,,5000000,False,05b0f630f0dc
33769,,,,5000000,False,05b0f630f0dc
33841,,,,5000000,False,05b0f630f0dc
33889,,,,5000000,False,05b0f630f0dc
33961,,,,5000000,False,05b0f630f0dc
34033,,,,5000000,False,05b0f630f0dc
34321,,,,5000000,False,05b0f630f0dc
34369,,,,5000000,False,05b0f630f0dc
34393,,,,5000000,False,05b0f630f0dc
34489,,,,5000000,False,05b0f630f0dc
34513,,,,5000000,False,05b0f630f0dc
34729,,,,5000000,False,05b0f630f0dc
34849,,,,5000000,False,05b0f630f0dc
34873,,,,5000000,False,05b0f630f0dc
34993,,,,5000000,False,05b0f630f0dc
35041,,,,5000000,False,05b0f630f0dc
35089,,,,5000000,False,05b0f630f0dc
35113,,,,5000000,False,05b0f630f0dc
35281,,,,5000000,False,05b0f630f0dc
35353,,,,5000000,False,05b0f630f0dc
35449,,,,5000000,False,05b0f630f0dc
35473,,,,5000000,False,05b0f630f0dc
35569,,,,5000000,False,05b0f630f0dc
35809,,,,5000000,False,05b0f630f0dc
35929,,,,5000000,False,05b0f630f0dc
36001,,,,5000000,False,05b0f630f0dc
36169,,,,5000000,False,05b0f630f0dc
36313,,,,5000000,False,05b0f630f0dc
36361,,,,5000000,False,05b0f630f0dc
36433,,,,5000000,False,05b0f630f0dc
36529,,,,5000000,False,05b0f630f0dc
36721,,,,5000000,False,05b0f630f0dc
36793,,,,5000000,False,05b0f630f0dc
36841,,,,5000000,False,05b0f630f0dc
37249,,,,5000000,False,05b0f630f0dc
37273,,,,5000000,False,05b0f630f0dc
37321,,,,5000000,False,05b0f630f0dc
37369,,,,5000000,False,05b0f630f0dc
37393,,,,5000000,False,05b0f630f0dc
37489,,,,5000000,False,05b0f630f0dc
37561,,,,5000000,False,05b0f630f0dc
37633,,,,5000000,False,05b0f630f0dc
37681,,,,5000000,False,05b0f630f0dc
37753,,,,5000000,False,05b0f630f0dc
37801,,,,5000000,False,05b0f630f0dc
37849,,,,5000000,False,05b0f630f0dc
37921,,,,5000000,False,05b0f630f0dc
38041,,,,5000000,False,05b0f630f0dc
38113,,,,5000000,False,05b0f630f0dc
38329,,,,5000000,False,05b0f630f0dc
38353,,,,5000000,False,05b0f630f0dc
38449,,,,5000000,False,05b0f630f0dc
38473,,,,5000000,False,05b0f630f0dc
38521,,,,5000000,False,05b0f630f0dc
38569,,,,5000000,False,05b0f630f0dc
38593,,,,5000000,False,05b0f630f0dc
38713,,,,5000000,False,05b0f630f0dc
38833,,,,5000000,False,05b0f630f0dc
38953,,,,5000000,False,05b0f630f0dc
39001,,,,5000000,False,05b0f630f0dc
39241,,,,5000000,False,05b0f630f0dc
39313,,,,5000000,False,05b0f630f0dc
39361,,,,5000000,False,05b0f630f0dc
39481,,,,5000000,False,05b0f630f0dc
39529,,,,5000000,False,05b0f630f0dc
39601,,,,5000000,False,05b0f630f0dc
39673,,,,5000000,False,05b0f630f0dc
39769,,,,5000000,False,05b0f630f0dc
39793,,,,5000000,False,05b0f630f0dc
39841,,,,5000000,False,05b0f630f0dc
40009,,,,5000000,False,05b0f630f0dc
40033,,,,5000000,False,05b0f630f0dc
40129,,,,5000000,False,05b0f630f0dc
40153,,,,5000000,False,05b0f630f0dc
40369,,,,5000000,False,05b0f630f0dc
40393,,,,5000000,False,05b0f630f0dc
40441,,,,5000000,False,05b0f630f0dc
40849,,,,5000000,False,05b0f630f0dc
40921,,,,5000000,False,05b0f630f0dc
40993,,,,5000000,False,05b0f630f0dc
41113,,,,5000000,False,05b0f630f0dc
41233,,,,5000000,False,05b0f630f0dc
41281,,,,5000000,False,05b0f630f0dc
41329,,,,5000000,False,05b0f630f0dc
41353,,,,5000000,False,05b0f630f0dc
41449,,,,5000000,False,05b0f630f0dc
41473,,,,5000000,False,05b0f630f0dc
41521,,,,5000000,False,05b0f630f0dc
41593,,,,5000000,False,05b0f630f0dc
41809,,,,5000000,False,05b0f630f0dc
41881,,,,5000000,False,05b0f630f0dc
42001,,,,5000000,False,05b0f630f0dc
42049,,,,5000000,False,05b0f630f0dc
42073,,,,5000000,False,05b0f630f0dc
42121,,,,5000000,False,05b0f630f0dc
42169,,,,5000000,False,05b0f630f0dc
42289,,,,5000000,False,05b0f630f0dc
42433,,,,5000000,False,05b0f630f0dc
42553,,,,5000000,False,05b0f630f0dc
42649,,,,5000000,False,05b0f630f0dc
42793,,,,5000000,False,05b0f630f0dc
42841,,,,5000000,False,05b0f630f0dc
