n,x,y,z,steps,solved,run_id
76201,,,,500000,False,24c3a5d73ed1
76217,19055,484104980,"=""140614578512375260""",2,True,24c3a5d73ed1
76225,19057,484206610,"=""140673624216408650""",2,True,24c3a5d73ed1
76241,19061,484409904,"=""63996259995578064""",4,True,24c3a5d73ed1
76249,19063,484511566,"=""64023124312153622""",4,True,24c3a5d73ed1
76265,19067,484714920,"=""140969131717648920""",2,True,24c3a5d73ed1
76273,19069,484816642,"=""7922938044177386""",30,True,24c3a5d73ed1
76289,19073,485026390,37002178266710,6358,True,24c3a5d73ed1
76297,19075,485121760,"=""141205872730176800""",2,True,24c3a5d73ed1
76313,19079,485325248,"=""41565987105191488""",6,True,24c3a5d73ed1
76321,,,,500000,False,24c3a5d73ed1
76337,19085,485630550,"=""141502218170350950""",2,True,24c3a5d73ed1
76345,19087,485732340,"=""141561543187393020""",2,True,24c3a5d73ed1
76361,19091,485935956,"=""41670661867058268""",6,True,24c3a5d73ed1
76369,,,,500000,False,24c3a5d73ed1
76385,19097,486241450,"=""141858448132620050""",2,True,24c3a5d73ed1
76393,19099,486343326,"=""9994217714138742""",24,True,24c3a5d73ed1
76409,19103,486547276,"=""1013101874863652""",234,True,24c3a5d73ed1
76417,19105,486648930,"=""142096308155438010""",2,True,24c3a5d73ed1
76433,19109,486852792,"=""3972496290994056""",60,True,24c3a5d73ed1
76441,19111,486954660,"=""24530155467774540""",10,True,24c3a5d73ed1
76457,19115,487158520,"=""142394053677995720""",2,True,24c3a5d73ed1
76465,19117,487260470,"=""142453658887512070""",2,True,24c3a5d73ed1
76481,19121,487470774,37282252266294,6374,True,24c3a5d73ed1
76489,,,,500000,False,24c3a5d73ed1
76505,19127,487770380,"=""142751965675436260""",2,True,24c3a5d73ed1
76513,19129,487872396,"=""64914401724522372""",4,True,24c3a5d73ed1
76529,19133,488076470,"=""13484073506319430""",18,True,24c3a5d73ed1
76537,19135,488178500,"=""142990948229171500""",2,True,24c3a5d73ed1
76553,19139,488383312,345845223709616,690,True,24c3a5d73ed1
76561,,,,500000,False,24c3a5d73ed1
76577,19145,488688890,"=""143290098236970370""",2,True,24c3a5d73ed1
76585,19147,488791000,"=""143349984519809000""",2,True,24c3a5d73ed1
76601,19151,488995254,"=""65213551811329614""",4,True,24c3a5d73ed1
76609,19153,489097416,"=""10107729750531192""",24,True,24c3a5d73ed1
76625,19157,489301710,"=""143649697556052750""",2,True,24c3a5d73ed1
76633,19159,489403888,"=""42267558144040208""",6,True,24c3a5d73ed1
76649,19163,489614650,37528473307850,6388,True,24c3a5d73ed1
76657,19165,489710470,"=""143889806166862070""",2,True,24c3a5d73ed1
76673,19169,489914922,"=""24829306144388466""",10,True,24c3a5d73ed1
76681,19171,490017154,"=""65486402568417314""",4,True,24c3a5d73ed1
76697,19175,490221660,"=""144190365069671700""",2,True,24c3a5d73ed1
76705,19177,490323930,"=""144250533308063010""",2,True,24c3a5d73ed1
76721,19181,490528506,"=""42462037485693618""",6,True,24c3a5d73ed1
76729,,,,500000,False,24c3a5d73ed1
76745,19187,490835440,"=""144551657005160720""",2,True,24c3a5d73ed1
76753,,,,500000,False,24c3a5d73ed1
76769,19193,491142476,"=""65787526344696772""",4,True,24c3a5d73ed1
76777,19195,491244840,"=""144792895204730520""",2,True,24c3a5d73ed1
76793,19199,491449616,"=""17672394025614832""",14,True,24c3a5d73ed1
76801,,,,500000,False,24c3a5d73ed1
76817,19205,491756830,"=""145094867419232510""",2,True,24c3a5d73ed1
76825,19207,491859260,"=""145155318496789300""",2,True,24c3a5d73ed1
76841,19211,492064746,406481400922458,596,True,24c3a5d73ed1
76849,,,,500000,False,24c3a5d73ed1
76865,19217,492371570,"=""145457857274187370""",2,True,24c3a5d73ed1
76873,,,,500000,False,24c3a5d73ed1
76889,19223,492679090,"=""31660784601655010""",8,True,24c3a5d73ed1
76897,19225,492781610,"=""145700228599733650""",2,True,24c3a5d73ed1
76913,19229,492986706,"=""17783113577213082""",14,True,24c3a5d73ed1
76921,,,,500000,False,24c3a5d73ed1
76937,19235,493294400,"=""146003618549521600""",2,True,24c3a5d73ed1
76945,19237,493396990,"=""146064353351239070""",2,True,24c3a5d73ed1
76961,19241,493602224,"=""10294780726302544""",24,True,24c3a5d73ed1
76969,,,,500000,False,24c3a5d73ed1
76985,19247,493910100,"=""146368311635295900""",2,True,24c3a5d73ed1
76993,19249,494012758,"=""43067400400122518""",6,True,24c3a5d73ed1
77009,19253,494218110,"=""13825558387968990""",18,True,24c3a5d73ed1
77017,19255,494320780,"=""146611819629564260""",2,True,24c3a5d73ed1
77033,19259,494526186,"=""66697130952666522""",4,True,24c3a5d73ed1
77041,19261,494628904,"=""66724841143255064""",4,True,24c3a5d73ed1
77057,19265,494834370,"=""146916631745143770""",2,True,24c3a5d73ed1
77065,19267,494937120,"=""146977651157399520""",2,True,24c3a5d73ed1
77081,19271,495143568,267163129555056,918,True,24c3a5d73ed1
77089,,,,500000,False,24c3a5d73ed1
77105,19277,495451030,"=""147283033381385510""",2,True,24c3a5d73ed1
77113,19279,495553862,"=""12486794257485886""",20,True,24c3a5d73ed1
77129,19283,495759506,"=""67030223446794322""",4,True,24c3a5d73ed1
77137,19285,495862350,"=""147527681592651150""",2,True,24c3a5d73ed1
77153,19289,496074502,38273636052806,6430,True,24c3a5d73ed1
77161,19291,496170984,"=""7312444415616984""",34,True,24c3a5d73ed1
77177,19295,496376740,"=""147833920311439820""",2,True,24c3a5d73ed1
77185,19297,496479650,"=""147895225221993850""",2,True,24c3a5d73ed1
77201,19301,496691934,38345113996734,6434,True,24c3a5d73ed1
77209,19303,496788446,"=""67308752252055622""",4,True,24c3a5d73ed1
77225,19307,496994360,"=""148202035826091400""",2,True,24c3a5d73ed1
77233,,,,500000,False,24c3a5d73ed1
77249,19313,497303342,"=""8336312332956286""",30,True,24c3a5d73ed1
77257,19315,497406320,"=""148447827808159120""",2,True,24c3a5d73ed1
77273,19319,497612390,"=""8950050972803710""",28,True,24c3a5d73ed1
77281,,,,500000,False,24c3a5d73ed1
77297,19325,497921510,"=""148755497574486550""",2,True,24c3a5d73ed1
77305,19327,498024580,"=""148817088872481260""",2,True,24c3a5d73ed1
77321,19331,498230806,"=""4459291766093918""",56,True,24c3a5d73ed1
77329,,,,500000,False,24c3a5d73ed1
77345,19337,498540090,"=""149125332303784770""",2,True,24c3a5d73ed1
77353,19339,498643250,"=""8987171456919250""",28,True,24c3a5d73ed1
77369,19343,498849530,"=""32458806490005370""",8,True,24c3a5d73ed1
77377,19345,498952690,"=""149372271615988970""",2,True,24c3a5d73ed1
77393,19349,499159056,"=""67952662188153072""",4,True,24c3a5d73ed1
77401,19351,499262256,"=""43987552488892368""",6,True,24c3a5d73ed1
77417,19355,499468680,"=""149681376881096760""",2,True,24c3a5d73ed1
77425,19357,499571910,"=""149743255457056950""",2,True,24c3a5d73ed1
77441,19361,499778408,"=""32579798252788696""",8,True,24c3a5d73ed1
77449,19363,499881668,"=""44096766912317548""",6,True,24c3a5d73ed1
77465,19367,500088220,"=""150052936169572820""",2,True,24c3a5d73ed1
77473,19369,500191516,"=""68234059321184372""",4,True,24c3a5d73ed1
77489,19373,500404590,38775851274510,6458,True,24c3a5d73ed1
77497,19375,500501460,"=""150301026376777500""",2,True,24c3a5d73ed1
77513,19379,500714602,38811890944826,6460,True,24c3a5d73ed1
77521,,,,500000,False,24c3a5d73ed1
77537,19385,501018250,"=""150611571598819250""",2,True,24c3a5d73ed1
77545,19387,501121640,"=""150673738344652120""",2,True,24c3a5d73ed1
77561,19391,501328454,"=""68544604623225214""",4,True,24c3a5d73ed1
77569,19393,501431876,"=""68572888480989772""",4,True,24c3a5d73ed1
77585,19397,501638750,"=""150984860799298750""",2,True,24c3a5d73ed1
77593,,,,500000,False,24c3a5d73ed1
77609,19403,501952838,68175736409998,3696,True,24c3a5d73ed1
77617,19405,502052630,"=""151234105471897510""",2,True,24c3a5d73ed1
77633,19409,502259642,"=""26096352737254306""",10,True,24c3a5d73ed1
77641,19411,502363166,"=""16108643149990678""",16,True,24c3a5d73ed1
77657,19415,502570220,"=""151546095115938820""",2,True,24c3a5d73ed1
77665,19417,502673770,"=""151608550924933970""",2,True,24c3a5d73ed1
77681,19421,502887374,39064794099694,6474,True,24c3a5d73ed1
77689,,,,500000,False,24c3a5d73ed1
77705,19427,503191680,"=""151921119589541760""",2,True,24c3a5d73ed1
77713,,,,500000,False,24c3a5d73ed1
77729,19433,503503916,185907240392932,1364,True,24c3a5d73ed1
77737,19435,503606200,"=""152171522303457800""",2,True,24c3a5d73ed1
77753,19439,503814448,274211593427408,926,True,24c3a5d73ed1
77761,,,,500000,False,24c3a5d73ed1
77777,19445,504124590,"=""152484960841476270""",2,True,24c3a5d73ed1
77785,19447,504228300,"=""152547706608305700""",2,True,24c3a5d73ed1
77801,19451,504435768,"=""14403137837323656""",18,True,24c3a5d73ed1
77809,19453,504539498,"=""44922370973476738""",6,True,24c3a5d73ed1
77825,19457,504747010,"=""152861725957617050""",2,True,24c3a5d73ed1
77833,19459,504850786,"=""69511176620099522""",4,True,24c3a5d73ed1
77849,19463,505064850,39318793507650,6488,True,24c3a5d73ed1
77857,19465,505162170,"=""153113290294303170""",2,True,24c3a5d73ed1
77873,19469,505370416,423079435051472,604,True,24c3a5d73ed1
77881,,,,500000,False,24c3a5d73ed1
77897,19475,505681360,"=""153428182205188400""",2,True,24c3a5d73ed1
77905,19477,505785230,"=""153491218825906510""",2,True,24c3a5d73ed1
77921,19481,505993004,"=""69826068611355364""",4,True,24c3a5d73ed1
77929,,,,500000,False,24c3a5d73ed1
77945,19487,506304740,"=""153806693341575820""",2,True,24c3a5d73ed1
77953,19489,506408718,"=""5615688318403038""",46,True,24c3a5d73ed1
77969,19493,506616606,"=""7623575299570302""",34,True,24c3a5d73ed1
77977,19495,506720540,"=""154059422888014420""",2,True,24c3a5d73ed1
77993,19499,506928508,"=""45348795767737268""",6,True,24c3a5d73ed1
78001,19501,507032504,"=""70113261341833864""",4,True,24c3a5d73ed1
78017,19505,507240530,"=""154375772657568010""",2,True,24c3a5d73ed1
78025,19507,507344560,"=""154439101029611600""",2,True,24c3a5d73ed1
78041,19511,507552710,"=""4317481393480990""",60,True,24c3a5d73ed1
78049,,,,500000,False,24c3a5d73ed1
78065,19517,507864870,"=""154756035200205270""",2,True,24c3a5d73ed1
78073,19519,507968996,"=""7664331201850252""",34,True,24c3a5d73ed1
78089,19523,508177186,"=""70430195592971522""",4,True,24c3a5d73ed1
78097,19525,508281310,"=""155009933548908350""",2,True,24c3a5d73ed1
78113,19529,508489612,"=""13147203839573636""",20,True,24c3a5d73ed1
78121,,,,500000,False,24c3a5d73ed1
78137,19535,508802100,"=""155327745669843900""",2,True,24c3a5d73ed1
78145,19537,508906290,"=""155391366692032170""",2,True,24c3a5d73ed1
78161,19541,509114716,"=""16544539536487028""",16,True,24c3a5d73ed1
78169,,,,500000,False,24c3a5d73ed1
78185,19547,509427400,"=""155709765013028600""",2,True,24c3a5d73ed1
78193,19549,509531690,"=""6892633378457410""",38,True,24c3a5d73ed1
78209,19553,509740258,"=""3956879652075578""",66,True,24c3a5d73ed1
78217,19555,509844480,"=""155964835762037760""",2,True,24c3a5d73ed1
78233,19559,510059602,39903492843266,6520,True,24c3a5d73ed1
78241,,,,500000,False,24c3a5d73ed1
78257,19565,510366070,"=""156284114733980870""",2,True,24c3a5d73ed1
78265,19567,510470420,"=""156348029306515420""",2,True,24c3a5d73ed1
78281,19571,510679168,"=""14761879449462656""",18,True,24c3a5d73ed1
78289,19573,510783540,"=""34030411411164060""",8,True,24c3a5d73ed1
78305,19577,510992330,"=""156667896280305010""",2,True,24c3a5d73ed1
78313,19579,511096766,"=""11037460230409942""",24,True,24c3a5d73ed1
78329,19583,511305612,"=""27044836957248996""",10,True,24c3a5d73ed1
78337,19585,511410050,"=""156924143033191450""",2,True,24c3a5d73ed1
78353,19589,511618976,"=""71387447652914272""",4,True,24c3a5d73ed1
78361,19591,511723454,"=""71416606772010214""",4,True,24c3a5d73ed1
78377,19595,511932440,"=""157244893362679720""",2,True,24c3a5d73ed1
78385,19597,512036950,"=""157309102387144550""",2,True,24c3a5d73ed1
78401,19601,512246006,"=""46305170781216118""",6,True,24c3a5d73ed1
78409,19603,512350572,"=""8848418879628996""",30,True,24c3a5d73ed1
78425,19607,512559660,"=""157630442523029700""",2,True,24c3a5d73ed1
78433,19609,512664246,"=""19231069911244182""",14,True,24c3a5d73ed1
78449,19613,512873416,"=""71737946988810872""",4,True,24c3a5d73ed1
78457,19615,512978020,"=""157887868888894220""",2,True,24c3a5d73ed1
78473,19619,513187270,"=""34351456976819630""",8,True,24c3a5d73ed1
78481,,,,500000,False,24c3a5d73ed1
78497,19625,513501210,"=""158210095089377250""",2,True,24c3a5d73ed1
78505,19627,513605880,"=""158274599468738760""",2,True,24c3a5d73ed1
78521,19631,513815328,"=""3399220833237216""",78,True,24c3a5d73ed1
78529,19633,513919956,"=""72031014352000572""",4,True,24c3a5d73ed1
78545,19637,514129390,"=""158597417282933870""",2,True,24c3a5d73ed1
78553,19639,514234136,"=""19349029726814632""",14,True,24c3a5d73ed1
78569,19643,514444126,525451686964022,504,True,24c3a5d73ed1
78577,19645,514548390,"=""158856026876406870""",2,True,24c3a5d73ed1
78593,19649,514758086,"=""1982362730396902""",134,True,24c3a5d73ed1
78601,19651,514862778,"=""9581337322602666""",28,True,24c3a5d73ed1
78617,19655,515072380,"=""159179733468246260""",2,True,24c3a5d73ed1
78625,19657,515177210,"=""159244534106853250""",2,True,24c3a5d73ed1
78641,19661,515388280,192527930488520,1380,True,24c3a5d73ed1
78649,19663,515491780,"=""15041420724936620""",18,True,24c3a5d73ed1
78665,19667,515701520,"=""159568834122484720""",2,True,24c3a5d73ed1
78673,19669,515806418,"=""46951104340074298""",6,True,24c3a5d73ed1
78689,19673,516016296,"=""4182295050542232""",64,True,24c3a5d73ed1
78697,19675,516121160,"=""159828630563726200""",2,True,24c3a5d73ed1
78713,19679,516331046,"=""72708476500974622""",4,True,24c3a5d73ed1
78721,,,,500000,False,24c3a5d73ed1
78737,19685,516645950,"=""160153822074195550""",2,True,24c3a5d73ed1
78745,19687,516750940,"=""160218919877779220""",2,True,24c3a5d73ed1
78761,19691,516960956,"=""47161522429233268""",6,True,24c3a5d73ed1
78769,19693,517065988,"=""17065354968875468""",16,True,24c3a5d73ed1
78785,19697,517276050,"=""160544706624885450""",2,True,24c3a5d73ed1
78793,19699,517381106,"=""73004510986014322""",4,True,24c3a5d73ed1
78809,19703,517591248,"=""47276593601149488""",6,True,24c3a5d73ed1
78817,19705,517696330,"=""160805693539585010""",2,True,24c3a5d73ed1
78833,19709,517907380,316430533125020,848,True,24c3a5d73ed1
78841,19711,518011658,"=""35000357459019946""",8,True,24c3a5d73ed1
78857,19715,518221920,"=""161132374502869920""",2,True,24c3a5d73ed1
78865,19717,518327070,"=""161197770378543870""",2,True,24c3a5d73ed1
78881,19721,518537404,"=""73331192030660564""",4,True,24c3a5d73ed1
78889,19723,518642586,"=""73360944575748522""",4,True,24c3a5d73ed1
78905,19727,518852980,"=""161525048394075260""",2,True,24c3a5d73ed1
78913,19729,518958200,"=""35128383830681800""",8,True,24c3a5d73ed1
78929,19733,519169592,286842757088776,940,True,24c3a5d73ed1
78937,19735,519273900,"=""161787229413452100""",2,True,24c3a5d73ed1
78953,19739,519488182,71779240571486,3760,True,24c3a5d73ed1
78961,19741,519589794,"=""2882279416662474""",94,True,24c3a5d73ed1
78977,19745,519800290,"=""162115404370650170""",2,True,24c3a5d73ed1
78985,19747,519905600,"=""162181099226910400""",2,True,24c3a5d73ed1
79001,19751,520116270,"=""13755301224903030""",20,True,24c3a5d73ed1
79009,,,,500000,False,24c3a5d73ed1
79025,19757,520432310,"=""162509873054729350""",2,True,24c3a5d73ed1
79033,19759,520537688,"=""47816379119765608""",6,True,24c3a5d73ed1
79049,19763,520748508,"=""5938225944599508""",46,True,24c3a5d73ed1
79057,19765,520853870,"=""162773251815532270""",2,True,24c3a5d73ed1
79073,19769,521064730,"=""15368402470443170""",18,True,24c3a5d73ed1
79081,19771,521170156,"=""47932646215017668""",6,True,24c3a5d73ed1
79097,19775,521381060,"=""163102925314653100""",2,True,24c3a5d73ed1
79105,19777,521486530,"=""163168920061378010""",2,True,24c3a5d73ed1
79121,19781,521697530,"=""9174212269586770""",30,True,24c3a5d73ed1
79129,19783,521803020,"=""15411983912977380""",18,True,24c3a5d73ed1
79145,19787,522014040,"=""163499194252258920""",2,True,24c3a5d73ed1
79153,19789,522119576,"=""74347868107631272""",4,True,24c3a5d73ed1
79169,19793,522330678,"=""48146353097658678""",6,True,24c3a5d73ed1
79177,19795,522436240,"=""163763774396766320""",2,True,24c3a5d73ed1
79193,19799,522647910,538070727176190,508,True,24c3a5d73ed1
79201,,,,500000,False,24c3a5d73ed1
79217,19805,522964230,"=""164094950992731510""",2,True,24c3a5d73ed1
79225,19807,523069860,"=""164161246541181900""",2,True,24c3a5d73ed1
79241,19811,523281154,"=""74679044785329314""",4,True,24c3a5d73ed1
79249,,,,500000,False,24c3a5d73ed1
79265,19817,523598170,"=""164493025652811170""",2,True,24c3a5d73ed1
79273,,,,500000,False,24c3a5d73ed1
79289,19823,523915298,"=""17520461570452498""",16,True,24c3a5d73ed1
79297,19825,524021010,"=""164758810828831050""",2,True,24c3a5d73ed1
79313,19829,524232576,"=""3284698205722752""",84,True,24c3a5d73ed1
79321,19831,524338254,"=""74981073459598614""",4,True,24c3a5d73ed1
79337,19835,524549800,"=""165091495083474200""",2,True,24c3a5d73ed1
79345,19837,524655590,"=""165158092346293270""",2,True,24c3a5d73ed1
79361,19841,524867634,635247822297834,434,True,24c3a5d73ed1
79369,,,,500000,False,24c3a5d73ed1
79385,19847,525184700,"=""165491380943269300""",2,True,24c3a5d73ed1
79393,19849,525290560,"=""35990891530159040""",8,True,24c3a5d73ed1
79409,19853,525502296,"=""75314362138480872""",4,True,24c3a5d73ed1
79417,19855,525608180,"=""165758374804139260""",2,True,24c3a5d73ed1
79433,19859,525820928,292372736416768,946,True,24c3a5d73ed1
79441,19861,525925906,"=""48811421580295418""",6,True,24c3a5d73ed1
79457,19865,526137770,"=""166092571286205970""",2,True,24c3a5d73ed1
79465,19867,526243720,"=""166159471177419320""",2,True,24c3a5d73ed1
79481,19871,526455864,"=""1297140394324104""",214,True,24c3a5d73ed1
79489,19873,526561638,"=""48929498052245958""",6,True,24c3a5d73ed1
79505,19877,526773630,"=""166494273831252510""",2,True,24c3a5d73ed1
79513,,,,500000,False,24c3a5d73ed1
79529,19883,527091722,"=""14126729137362106""",20,True,24c3a5d73ed1
79537,19885,527197750,"=""166762480035839750""",2,True,24c3a5d73ed1
79553,19889,527409890,"=""15744972608617210""",18,True,24c3a5d73ed1
79561,,,,500000,False,24c3a5d73ed1
79577,19895,527728140,"=""167098193320987620""",2,True,24c3a5d73ed1
79585,19897,527834250,"=""167165396756003250""",2,True,24c3a5d73ed1
79601,19901,528047448,294231734357736,948,True,24c3a5d73ed1
79609,,,,500000,False,24c3a5d73ed1
79625,19907,528364960,"=""167501718045116000""",2,True,24c3a5d73ed1
79633,,,,500000,False,24c3a5d73ed1
79649,19913,528683520,"=""36457338295610880""",8,True,24c3a5d73ed1
79657,19915,528789720,"=""167771140257817320""",2,True,24c3a5d73ed1
79673,19919,529002166,"=""76320897189004622""",4,True,24c3a5d73ed1
79681,19921,529108404,"=""76351554884553564""",4,True,24c3a5d73ed1
79697,19925,529320910,"=""168108374928615950""",2,True,24c3a5d73ed1
79705,19927,529427180,"=""168175882824224260""",2,True,24c3a5d73ed1
79721,19931,529639760,"=""29019131405483440""",10,True,24c3a5d73ed1
79729,,,,500000,False,24c3a5d73ed1
79745,19937,529958690,"=""168513727333950970""",2,True,24c3a5d73ed1
79753,19939,530065080,"=""4872294077485320""",58,True,24c3a5d73ed1
79769,19943,530277726,"=""76689399476558022""",4,True,24c3a5d73ed1
79777,19945,530384090,"=""168784369224692770""",2,True,24c3a5d73ed1
79793,19949,530600652,74094666847236,3800,True,24c3a5d73ed1
79801,19951,530703274,"=""11900533203141194""",24,True,24c3a5d73ed1
79817,19955,530916080,"=""169123129870623760""",2,True,24c3a5d73ed1
79825,19957,531022510,"=""169190943144997550""",2,True,24c3a5d73ed1
79841,19961,531242054,42414896833414,6654,True,24c3a5d73ed1
79849,19963,531341866,"=""76997502713484122""",4,True,24c3a5d73ed1
79865,19967,531554820,"=""169530315467584620""",2,True,24c3a5d73ed1
79873,,,,500000,False,24c3a5d73ed1
79889,19973,531880990,42491440410110,6658,True,24c3a5d73ed1
79897,19975,531980860,"=""169802180711822900""",2,True,24c3a5d73ed1
79913,19979,532194112,"=""1669334867692736""",170,True,24c3a5d73ed1
79921,19981,532300510,"=""29311430462140190""",10,True,24c3a5d73ed1
79937,19985,532513650,"=""170142471929279850""",2,True,24c3a5d73ed1
79945,19987,532620240,"=""170210591501974320""",2,True,24c3a5d73ed1
79961,19991,532837258,74563647372746,3808,True,24c3a5d73ed1
79969,,,,500000,False,24c3a5d73ed1
79985,19997,533153350,"=""170551496236580150""",2,True,24c3a5d73ed1
79993,19999,533260058,"=""5108375924072218""",56,True,24c3a5d73ed1
80009,20003,533473370,"=""10286523677339530""",28,True,24c3a5d73ed1
80017,20005,533580030,"=""170824588515300510""",2,True,24c3a5d73ed1
80033,20009,533793436,"=""77709662825302772""",4,True,24c3a5d73ed1
80041,20011,533900166,"=""18194641205769678""",16,True,24c3a5d73ed1
80057,20015,534113620,"=""171166414907589020""",2,True,24c3a5d73ed1
80065,20017,534220370,"=""171234841699541770""",2,True,24c3a5d73ed1
80081,20021,534434266,781093316089778,366,True,24c3a5d73ed1
80089,,,,500000,False,24c3a5d73ed1
80105,20027,534754280,"=""171577283452236760""",2,True,24c3a5d73ed1
80113,20029,534861096,"=""78020833650862872""",4,True,24c3a5d73ed1
80129,20033,535074760,"=""37344129741758840""",8,True,24c3a5d73ed1
80137,20035,535181600,"=""171851606451954400""",2,True,24c3a5d73ed1
80153,20039,535395332,"=""29653257553645036""",10,True,24c3a5d73ed1
80161,,,,500000,False,24c3a5d73ed1
80177,20045,535715990,"=""172194972629292070""",2,True,24c3a5d73ed1
80185,20047,535822900,"=""172263707562823100""",2,True,24c3a5d73ed1
80201,20051,536036754,"=""78364199910924114""",4,True,24c3a5d73ed1
80209,20053,536143696,"=""78395471125821872""",4,True,24c3a5d73ed1
80225,20057,536357610,"=""172607690946589650""",2,True,24c3a5d73ed1
80233,,,,500000,False,24c3a5d73ed1
80249,20063,536680620,139976502627780,2058,True,24c3a5d73ed1
80257,20065,536785570,"=""172883248359349370""",2,True,24c3a5d73ed1
80273,20069,536999628,"=""18406505876115588""",16,True,24c3a5d73ed1
80281,,,,500000,False,24c3a5d73ed1
80297,20075,537320760,"=""173228158938865800""",2,True,24c3a5d73ed1
80305,20077,537427830,"=""173297202937677510""",2,True,24c3a5d73ed1
80321,20081,537642156,"=""1856910091319268""",156,True,24c3a5d73ed1
80329,,,,500000,False,24c3a5d73ed1
80345,20087,537963340,"=""173642732572410020""",2,True,24c3a5d73ed1
80353,,,,500000,False,24c3a5d73ed1
80369,20093,538284796,"=""12242979247831892""",24,True,24c3a5d73ed1
80377,20095,538391940,"=""173919528095786220""",2,True,24c3a5d73ed1
80393,20099,538606308,"=""51193544464462668""",6,True,24c3a5d73ed1
80401,20101,538713514,"=""21235042156376354""",14,True,24c3a5d73ed1
80417,20105,538927930,"=""174265987701523010""",2,True,24c3a5d73ed1
80425,20107,539035160,"=""174335341690700200""",2,True,24c3a5d73ed1
80441,20111,539249656,"=""51315915607124168""",6,True,24c3a5d73ed1
80449,,,,500000,False,24c3a5d73ed1
80465,20117,539571470,"=""174682422203205070""",2,True,24c3a5d73ed1
80473,20119,539678766,"=""79432682316125622""",4,True,24c3a5d73ed1
80489,20123,539900090,43456018344010,6708,True,24c3a5d73ed1
80497,20125,540000710,"=""174960459540301750""",2,True,24c3a5d73ed1
80513,20129,540222102,43494902098326,6710,True,24c3a5d73ed1
80521,20131,540322764,"=""21362098676501604""",14,True,24c3a5d73ed1
80537,20135,540537500,"=""175308472803212500""",2,True,24c3a5d73ed1
80545,20137,540644890,"=""175378137709222370""",2,True,24c3a5d73ed1
80561,20141,540859704,"=""79780695662131464""",4,True,24c3a5d73ed1
80569,20143,540967130,"=""38171143251263770""",8,True,24c3a5d73ed1
80585,20147,541182000,"=""175726773733218000""",2,True,24c3a5d73ed1
80593,20149,541289480,"=""10590154922276920""",28,True,24c3a5d73ed1
80609,20153,541504442,"=""5903900009617666""",50,True,24c3a5d73ed1
80617,20155,541611880,"=""176006056592668760""",2,True,24c3a5d73ed1
80633,20159,541827236,830093954887372,354,True,24c3a5d73ed1
80641,20161,541934404,"=""80098062614111564""",4,True,24c3a5d73ed1
80657,20165,542149470,"=""176355628150619070""",2,True,24c3a5d73ed1
80665,20167,542257020,"=""176425604901311220""",2,True,24c3a5d73ed1
80681,20171,542472158,"=""38383831049507446""",8,True,24c3a5d73ed1
80689,,,,500000,False,24c3a5d73ed1
80705,20177,542794930,"=""176775801077428010""",2,True,24c3a5d73ed1
80713,20179,542902548,"=""52013501214431388""",6,True,24c3a5d73ed1
80729,20183,543117806,"=""80448258873496822""",4,True,24c3a5d73ed1
80737,20185,543225450,"=""177056333173396050""",2,True,24c3a5d73ed1
80753,20189,543440780,"=""38521027460951620""",8,True,24c3a5d73ed1
80761,,,,500000,False,24c3a5d73ed1
80777,20195,543763840,"=""177407467671163520""",2,True,24c3a5d73ed1
80785,20197,543871550,"=""177477757195769950""",2,True,24c3a5d73ed1
80801,20201,544087006,"=""52240705943803118""",6,True,24c3a5d73ed1
80809,20203,544194772,"=""9982514620034396""",30,True,24c3a5d73ed1
80825,20207,544410260,"=""177829518171550300""",2,True,24c3a5d73ed1
80833,,,,500000,False,24c3a5d73ed1
80849,20213,544733618,"=""52364949086919898""",6,True,24c3a5d73ed1
80857,20215,544841420,"=""178111303223728420""",2,True,24c3a5d73ed1
80873,20219,545059136,143267158720192,2074,True,24c3a5d73ed1
80881,20221,545164910,"=""30745321430211790""",10,True,24c3a5d73ed1
80897,20225,545380610,"=""178464005313002650""",2,True,24c3a5d73ed1
80905,20227,545488480,"=""178534608542137760""",2,True,24c3a5d73ed1
80921,20231,545705670,209763256785630,1420,True,24c3a5d73ed1
80929,,,,500000,False,24c3a5d73ed1
80945,20237,546027990,"=""178887938972036070""",2,True,24c3a5d73ed1
80953,,,,500000,False,24c3a5d73ed1
80969,20243,546351912,"=""3329000328139416""",90,True,24c3a5d73ed1
80977,20245,546459790,"=""179170980705646670""",2,True,24c3a5d73ed1
80993,20249,546675756,"=""81505740052825572""",4,True,24c3a5d73ed1
81001,20251,546783754,"=""81537946809125114""",4,True,24c3a5d73ed1
81017,20255,546999780,"=""179525255045029260""",2,True,24c3a5d73ed1
81025,20257,547107810,"=""179596172910689850""",2,True,24c3a5d73ed1
81041,20261,547330654,44356223530814,6754,True,24c3a5d73ed1
81049,20263,547431970,"=""39088924901882930""",8,True,24c3a5d73ed1
81065,20267,547648120,"=""179951077456072520""",2,True,24c3a5d73ed1
81073,20269,547756218,"=""52947683162419698""",6,True,24c3a5d73ed1
81089,20273,547972436,"=""81892851438147772""",4,True,24c3a5d73ed1
81097,20275,548080560,"=""180235379601867600""",2,True,24c3a5d73ed1
81113,20279,548296852,"=""31099596477197276""",10,True,24c3a5d73ed1
81121,20281,548405006,"=""53073184852629118""",6,True,24c3a5d73ed1
81137,20285,548621350,"=""180591230856872150""",2,True,24c3a5d73ed1
81145,20287,548729540,"=""180662464292437420""",2,True,24c3a5d73ed1
