batch_k,candidates,survivors,survivor_n,is_prime
3093,2101514,95,80049184774441,False
3093,2101514,95,80064753347881,False
3093,2101514,95,80068905223129,False
3093,2101514,95,80057523615169,False
3093,2101514,95,80065827098401,False
3093,2101514,95,80057022556681,False
3093,2101514,95,80058060465289,False
3093,2101514,95,80048647954081,False
3093,2101514,95,80054875180921,False
3093,2101514,95,80050795246321,False
3093,2101514,95,80063536439329,False
3093,2101514,95,80059384703281,False
3093,2101514,95,80056270971889,False
3093,2101514,95,80064968097409,False
3093,2101514,95,80068081997929,False
3093,2101514,95,80066650312009,False
3093,2101514,95,80060243674321,False
3093,2101514,95,80046464903161,False
3093,2101514,95,80066471352169,False
3093,2101514,95,80045713367929,False
3093,2101514,95,80052692045089,False
3093,2101514,95,80060995277761,False
3093,2101514,95,80068260959569,False
3093,2101514,95,80066220808729,False
3093,2101514,95,80044639752289,False
3093,2101514,95,80068511506201,False
3093,2101514,95,80062283749009,False
3093,2101514,95,80043387209809,False
3093,2101514,95,80059169961241,False
3093,2101514,95,80058955219489,False
3093,2101514,95,80067831451969,False
3093,2101514,95,80046142816201,False
3093,2101514,95,80060565789649,False
3093,2101514,95,80052262579249,False
3093,2101514,95,80063786978569,False
3093,2101514,95,80044997623369,False
3093,2101514,95,80064717556321,False
3093,2101514,95,80061711093841,False
3093,2101514,95,80051976269329,False
3093,2101514,95,80064073309609,False
3093,2101514,95,80046786990769,False
3093,2101514,95,80043673504369,False
3093,2101514,95,80061317394601,False
3093,2101514,95,80054732023561,False
3093,2101514,95,80059241541889,False
3093,2101514,95,80068475713801,False
3093,2101514,95,80057953095121,False
3093,2101514,95,80059134170929,False
3093,2101514,95,80044460817049,False
3093,2101514,95,80051868903241,False
3093,2101514,95,80067437737681,False
3093,2101514,95,80063142735601,False
3093,2101514,95,80062247958001,False
3093,2101514,95,80062570077361,False
3093,2101514,95,80054517287761,False
3093,2101514,95,80045176559209,False
3093,2101514,95,80057774145001,False
3093,2101514,95,80061388976209,False
3093,2101514,95,80052047846761,False
3093,2101514,95,80063464856761,False
3093,2101514,95,80051009977129,False
3093,2101514,95,80051546805409,False
3093,2101514,95,80046250178449,False
3093,2101514,95,80055268864321,False
3093,2101514,95,80060780533561,False
3093,2101514,95,80045212346401,False
3093,2101514,95,80061496348681,False
